bhk,area,locality,price,status1,status2
2,542,Ambe Gaon,13000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,990,Baner,14000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,650,,11000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,800,"Koregaon Park Annexe, Mundhwa",14000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,878,Hinjewadi,12000,Unfurnished,1 floor
5,1500,,70000,Unfurnished,3 floor 2 BHK
1,1200,"Vishrantwadi, Airport Road",12000,Semi-Furnished,3 floor
1,950,"Urit Nagar, Warje",15000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,650,"Kiwale, Dehu Road",10000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,878,Hinjewadi Phase 1,16000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,906,"Keshav Nagar, Mundhwa",18000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,1107,Bavdhan,22000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,900,,13500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,600,Hadapsar,13500,Unfurnished,3 floor
1,940,Varale,6000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,400,Sus,16000,Unfurnished,4 floor
1,1000,"New Sangvi, Pimpri Chinchwad",8000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,900,,8000,Unfurnished,Ground floor
1,500,"Pimple Nilakh, Pimpri Chinchwad",15052," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,800,,12000,Furnished,4 floor
3,1100,,25000,Furnished,4 floor 3 BHK
1,550,Alandi Road,6000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,784,,6000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,850,Narhe,10000,Furnished,5 floor
1,851,,8000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,100,Moshi,13500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1070,,18000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,1200,,25000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,960,"Wakad, Pimpri Chinchwad",24000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1000,,16000,Unfurnished,Ground floor 2 BHK
2,902,Kothrud,18500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,650,Phursungi,7000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,1007,Kharadi,6000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,816,,8000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,1007,Karvenagar,12000,Unfurnished,1 floor
2,647,,12000,Unfurnished,3 floor 2 BHK
1,1007,Narhe,6500,Semi-Furnished,3 floor
2,937,"Kaspate Vasti, Pimpri Chinchwad",18500, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,1026,Pune Solapur Highway,11000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,1034,,13000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,1065,,25000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1050,,5500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1100,Moshi,14000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,889,Kanhe,5500,Unfurnished,3 floor
1,835,Wagholi,10000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,1220,,20500,Unfurnished,4 floor
2,480,"Wakad, Pimpri Chinchwad",20000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,980,Kharadi,29000,Unfurnished,Ground floor
1,750,"Gulab Nagar, Dhankawadi",8000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,820,Bibwewadi,10000,Furnished,4 floor
2,1200,,18000,Furnished,4 floor 3 BHK
3,1200,"Chandan Nagar, Malwadi",35000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,665,,6000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1260,"Punawale, Pimpri Chinchwad",12000,Furnished,5 floor
2,1112,Fursungi,18000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,830,"Shivatej Nagar, Chinchwad",8500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1450,,10500," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1140,,14000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,1048,"Wakad, Pimpri Chinchwad",25000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,710,,24000,Unfurnished,Ground floor 2 BHK
1,975,,20000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,760,"Marunji, Hinjawadi",13500, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,3000,Hadapsar,7000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1058,Bhekrai Nagar,8000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,1350,,10000,Unfurnished,1 floor
1,900,Koregaon Bhima,6000,Unfurnished,3 floor 2 BHK
2,1050,Lohegaon,16000,Semi-Furnished,3 floor
2,1400,"Mayur Colony, Kothrud",4000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,1001,,11000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,1170,,16000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,866,,13000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,710,,10000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1650,Magarpatta City,22000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,986,,8000,Unfurnished,3 floor
1,1200,,15500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,464,Kalewadi,9000,Unfurnished,4 floor
2,592,,20000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,535,,20000,Unfurnished,Ground floor
1,974,Warje,6500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,690,"Fatima Nagar, Wanawari",20000,Furnished,4 floor
1,1200,Hinjewadi,20000,Furnished,4 floor 3 BHK
1,575,Viman Nagar,21000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,700,Hinjewadi,18000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,1000,"Vishal Nagar, Pimpri Chinchwad",22000,Furnished,5 floor
2,900,Handewadi,10000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,510,,8500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1000,"Sector No 27, Nigdi",11500," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,990,"Pimple Saudagar, Pimpri Chinchwad",20336,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,550,,20000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,950,Sinhagad Road,11500,Unfurnished,Ground floor 2 BHK
1,565,"Dattawadi, Pimpri Chinchwad",16000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,988,Kondhwa,16000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,800,,14500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,510,Kharadi,28000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,450,"Marunji, Hinjawadi",17000,Unfurnished,1 floor
1,720,,13000,Unfurnished,3 floor 2 BHK
1,425,"Wakad, Pimpri Chinchwad",16500,Semi-Furnished,3 floor
2,992,"Wakad, Pimpri Chinchwad",21000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,900,,11500,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,600,,25000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1065,Pisoli,9000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,600,"Old Sangavi, Pashan",12500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1400,,15000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,2000,,20000,Unfurnished,3 floor
2,700,,10000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1210,Hinjewadi,33000,Unfurnished,4 floor
1,530,Katraj,10500," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1500,Magarpatta City,26000,Unfurnished,Ground floor
2,945,"Padmavati, Bibvewadi",14000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,750,,10000,Furnished,4 floor
2,650,Magarpatta City,25000,Furnished,4 floor 3 BHK
2,920,"Wakad, Pimpri Chinchwad",16500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,914,"Wakad, Pimpri Chinchwad",18194," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1500,Talegaon Dabhade,9000,Furnished,5 floor
2,750,Dhayari Phata Road,11000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,2468,Handewadi,15500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,585,Ambe Gaon,18500," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,550,,8000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,520,Lohegaon,10500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,888,Hinjewadi,14000,Unfurnished,Ground floor 2 BHK
1,674,Katraj,12000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,982,,11000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,1070,Shankar Kalat Nagar,20000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,1050,"Pimple Saudagar, Pimpri Chinchwad",26674," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
3,1100,,8000,Unfurnished,1 floor
3,1500,Talegaon Dabhade,8000,Unfurnished,3 floor 2 BHK
1,350,Moshi,9500,Semi-Furnished,3 floor
2,950,Hinjewadi,17500, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,500,Wagholi,11588,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,1500,Hinjewadi,30000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,650,"Yamuna Nagar, Pimpri Chinchwad",13000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,946,,8500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,620,Katraj Kondhwa Road,16000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1460,,9000,Unfurnished,3 floor
2,900,Magarpatta City,26000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,600,Wagholi,14000,Unfurnished,4 floor
1,1060,Wagholi,7000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,ft,Kondhwa,11500,Unfurnished,Ground floor
2,1100,Aundh,26000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1050,,17000,Furnished,4 floor
2,560,Wagholi,12500,Furnished,4 floor 3 BHK
2,900,Talegaon Dabhade,9000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,625,Hinjewadi,23000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1500,"Chandan Nagar, Malwadi",2000,Furnished,5 floor
2,759,Hadapsar,15000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1085,Sus,17000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1028,Undri,12000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1350,"Punawale, Pimpri Chinchwad",13000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,650,"Manjri, Manjri Budruk",17000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1100,Kondhwa Budruk,8000,Unfurnished,Ground floor 2 BHK
2,550,"Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi",17000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,450,Bhukum,12500, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,600,Hinjewadi Phase 3,22000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1104,,8000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,900,Hinjewadi Phase 3,18500,Unfurnished,1 floor
2,600,Ambe Gaon,12500,Unfurnished,3 floor 2 BHK
2,1250,"Adinath Nagar, Bhosari",13000,Semi-Furnished,3 floor
2,1400,"Wakad, Pimpri Chinchwad",22000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,1090,"Pimple Saudagar, Pimpri Chinchwad",23000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,350,,14000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,708,"Vishrantwadi, Airport Road",23500," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,460,Hinjewadi,18313," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,875,Lohegaon,14000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,600,New Kalyani Nagar,33000,Unfurnished,3 floor
1,1360,"Yerawada, Airport Road",6000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1250,"Tathawade, Dattwadi",18000,Unfurnished,4 floor
1,640,"Pimple Saudagar, Pimpri Chinchwad",16500," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,535,"Gokul Nagar-Dhanori, Dhanori",18000,Unfurnished,Ground floor
2,1480,"Dutta Nagar-Shani Nagar, Ambegaon Budruk",9000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,4100,Dhanori,21624,Furnished,4 floor
2,800,Chakan,6000,Furnished,4 floor 3 BHK
3,1797,Kondhwa,18000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1225,"Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi",16000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,650,"Kiwale, Dehu Road",9000,Furnished,5 floor
3,650,"Wakad, Pimpri Chinchwad",25000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,910,,25000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1072,Hinjewadi Phase 3,20000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1000,Hinjewadi,7800,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,59,Ambe Gaon,15500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,852,Hingne Khurd,11000,Unfurnished,Ground floor 2 BHK
4,920,Kharadi,55000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,1150,,12500, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
3,850,"Pimple Saudagar, Pimpri Chinchwad",24500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1080,,12600," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,767,Wadgaon Sheri,30000,Unfurnished,1 floor
3,800,Magarpatta City,31000,Unfurnished,3 floor 2 BHK
2,600,Hinjewadi,17000,Semi-Furnished,3 floor
3,893,Dhanori Lohegaon Road,19000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,580,,17000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,565,Ambe Gaon,10000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,ft,Kharadi,35000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,800,"Ravet, Pimpri Chinchwad",14000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1200,"Pimple Saudagar, Pimpri Chinchwad",17000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,ft,Wadebolai,4500,Unfurnished,3 floor
1,562,Ghotawade Phata,6500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,200,Ambe Gaon,10500,Unfurnished,4 floor
2,635,Undri,10000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1000,"Wakad, Pimpri Chinchwad",16500,Unfurnished,Ground floor
2,250,Kharadi,27000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,650,,11000,Furnished,4 floor
1,550,Karvenagar,16000,Furnished,4 floor 3 BHK
2,2600,,12000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,800,Viman Nagar,18000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1500,"Gananjay Society, Kothrud",15000,Furnished,5 floor
2,906,,20000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,700,,12000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,980,Ambe Gaon,9000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,605,,9000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,2700,Wadgaon Sheri,12000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1200,Hinjewadi,18000,Unfurnished,Ground floor 2 BHK
1,650,,10500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,850,Dhankawadi,6000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,1200,,11000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1000,,14500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,1295,"Happy Colony, Kothrud",16000,Unfurnished,1 floor
2,1400,Lohegaon,13500,Unfurnished,3 floor 2 BHK
2,1500,Sanjay Park,20000,Semi-Furnished,3 floor
1,920,,9000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,1092,"Bhusari Colony, Kothrud",22000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,1625,"Vishal Nagar, Pimpri Chinchwad",13000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,700,,23000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
4,625,Moshi,50000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,817,Bavdhan,16500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,720,Somwar Peth,30000,Unfurnished,3 floor
1,1721,Kothrud,13500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1500,Kharadi,9000,Unfurnished,4 floor
2,621,"Keshav Nagar, Mundhwa",16000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,777,"Gadital, Hadapsar",9500,Unfurnished,Ground floor
1,300,Wagholi,5800," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,620,"Bhumkar Nagar, Pimpri Chinchwad",14500,Furnished,4 floor
2,613,"Keshav Nagar, Mundhwa",23000,Furnished,4 floor 3 BHK
3,750,Kondhwa,22000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,605,Pisoli,18000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
5,ft,Amanora Park Town,48000,Furnished,5 floor
1,650,Hadapsar,8700," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,562,Narayan Peth,19000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,30,"EON Free Zone, Kharadi",21000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,675,Kharadi,27000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,1090,"Keshav Nagar, Mundhwa",15000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1100,Ambe Gaon,12000,Unfurnished,Ground floor 2 BHK
